Date,PS_TS,PS_VS,M1_in,M1_temp,M1_pH,M1_TS,M1_VS,M1_VFA,M1_Alk,M1_vol,M1_eff,BP,CH4,CO2,H2S
2020-11-17,,,1097,,,,,,,27468,1151,12161,,,
2020-11-18,24785.0,18490.0,1076,36.1,7.5,24485.0,51.0,63.0,1900.0,27468,1095,11884,,,
2020-11-19,28970.0,22600.0,1103,,,,,,,27468,1148,12256,,,
2020-11-20,29845.0,21670.0,1079,,,,,,,27468,1170,11914,62.9,37.1,1.0
2020-11-21,,,1233,,,,,,,27468,1189,12474,,,
2020-11-22,,,1345,,,,,,,27468,1255,13247,,,
2020-11-23,29225.0,20630.0,1206,36.5,7.5,21560.0,50.0,48.0,2160.0,27468,1206,12897,,,
2020-11-24,17815.0,13050.0,1243,37.7,7.4,18300.0,63.1,48.0,2115.0,27468,1208,12688,,,
2020-11-25,36695.0,27645.0,1003,38.0,7.6,19530.0,60.7,50.0,2095.0,27468,1115,12647,,,
2020-11-26,31445.0,23895.0,1136,,,,,,,27468,1195,13233,,,
2020-11-27,30960.0,23050.0,1188,,,,,,,27468,1347,13693,63.0,37.0,2.0
2020-11-28,,,1221,,,,,,,27468,1397,13729,,,
2020-11-29,,,1191,,,,,,,27468,1386,13806,,,
2020-11-30,33635.0,24940.0,1164,38.8,7.5,18220.0,63.6,50.0,2255.0,27468,1401,14037,,,
2020-12-01,30180.0,23110.0,1167,37.4,7.4,19770.0,65.0,53.0,2240.0,27468,1418,13886,,,
2020-12-02,27550.0,20640.0,1167,38.4,7.5,18860.0,61.6,48.0,2275.0,27468,1424,13833,,,
2020-12-03,32465.0,25890.0,988,,,,,,,27468,1146,13023,,,
2020-12-04,30950.0,23880.0,1276,,,,,,,27468,1387,14536,63.1,36.9,2.0
2020-12-05,,,1254,,,,,,,27468,1427,15090,,,
2020-12-06,,,1043,,,,,,,27468,1431,14344,,,
2020-12-07,34670.0,26310.0,1173,37.3,7.4,19220.0,63.6,43.0,2350.0,27468,1362,14613,,,
2020-12-08,30620.0,23950.0,1215,35.4,7.4,20510.0,64.1,53.0,2265.0,27468,1374,13766,,,
2020-12-09,32940.0,25615.0,1194,36.7,7.5,18690.0,62.9,63.0,2360.0,27468,1245,14257,,,
2020-12-10,30165.0,22870.0,1106,,,,,,,27468,1401,15811,,,
2020-12-11,34705.0,27000.0,1172,,,,,,,27468,1383,15705,62.5,37.5,1.0
2020-12-12,,,1139,,,,,,,27468,1394,15215,,,
2020-12-13,,,1148,,,,,,,27468,1392,14612,,,
2020-12-14,28580.0,21900.0,1118,35.4,7.5,19670.0,63.3,55.0,2260.0,27468,1394,12368,,,
2020-12-15,27360.0,21200.0,1060,33.5,7.4,20270.0,66.7,60.0,2250.0,27468,1352,12264,,,
2020-12-16,26835.0,20710.0,1094,35.6,7.5,19160.0,64.7,55.0,2270.0,27468,1185,11989,,,
2020-12-17,25815.0,20060.0,1079,,,,,,,27468,1177,11429,,,
2020-12-18,30790.0,24560.0,1082,,,,,,,27468,1198,13277,,,
2020-12-19,,,1094,,,,,,,27468,1288,12914,,,
2020-12-20,,,1130,,,,,,,27468,1503,13301,,,
2020-12-21,28670.0,22335.0,1124,33.6,7.4,18235.0,63.5,53.0,2365.0,27468,1459,13090,,,
2020-12-22,28915.0,22770.0,1055,33.4,7.2,24655.0,66.5,63.0,2520.0,27468,1274,13369,,,
2020-12-23,30040.0,23165.0,1127,33.6,7.2,19190.0,66.1,53.0,2435.0,27468,1202,13672,,,
2020-12-24,34490.0,27565.0,1143,,,,,,,27468,1077,13629,,,
2020-12-25,,,1185,,,,,,,27468,1233,13510,,,
2020-12-26,,,1157,,,,,,,27468,1278,13868,,,
2020-12-27,,,1242,,,,,,,27468,1266,14548,,,
2020-12-28,29980.0,23300.0,1137,33.2,7.1,19910.0,66.3,63.0,2310.0,27468,1192,13677,62.5,37.5,1.0
2020-12-29,28745.0,22730.0,1052,31.2,7.0,21055.0,67.8,73.0,2105.0,27468,1223,13386,,,
2020-12-30,30630.0,23800.0,1034,33.3,7.2,19905.0,64.3,75.0,2400.0,27468,1263,10658,,,
2020-12-31,,,1109,,,,,,,27468,1274,13881,,,
2021-01-01,,,1127,,,,,,,20601,1301,10469,,,
2021-01-02,,,1064,,,,,,,20601,1239,11874,,,
2021-01-03,,,966,,,,,,,20601,910,12273,,,
2021-01-04,33340.0,26050.0,882,32.0,7.1,17685.0,67.1,40.0,2175.0,20601,1330,5205,,,
2021-01-05,32960.0,26430.0,931,30.1,7.0,18395.0,67.9,78.0,2175.0,20601,1326,12291,,,
2021-01-06,36505.0,29395.0,897,32.3,7.2,18050.0,66.5,60.0,2325.0,20601,1287,10439,,,
2021-01-07,32365.0,26115.0,885,,,,,,,20601,1363,11144,,,
2021-01-08,30200.0,24395.0,997,,,,,,,20601,1040,11303,,,
2021-01-09,,,933,,,,,,,20601,1277,10345,,,
2021-01-10,,,1000,,,,,,,20601,1368,10294,,,
2021-01-11,28785.0,22780.0,1043,30.3,7.0,16975.0,68.2,43.0,2200.0,20601,1321,8808,,,
2021-01-12,25170.0,19825.0,1015,26.0,7.0,19620.0,67.3,55.0,1865.0,20601,1353,10504,,,
2021-01-13,29075.0,23205.0,1009,29.5,7.1,17765.0,66.8,58.0,2305.0,20601,1342,10604,,,
2021-01-14,31045.0,24935.0,976,,,,,,,20601,1402,15276,,,
2021-01-15,29425.0,23395.0,864,,,,,,,20601,1457,14511,,,
2021-01-16,,,818,,,,,,,20601,1422,13378,,,
2021-01-17,,,860,,,,,,,20601,1473,12334,,,
2021-01-18,27210.0,21615.0,828,29.8,7.0,17400.0,68.6,80.0,2200.0,20601,1353,14015,,,
2021-01-19,29675.0,23950.0,897,28.2,6.9,17830.0,70.2,48.0,1815.0,20601,1378,13182,,,
2021-01-20,23465.0,18770.0,894,29.9,7.2,16450.0,68.0,55.0,2160.0,20601,1499,10838,,,
2021-01-21,23270.0,18325.0,809,,,,,,,20601,1336,12741,,,
2021-01-22,35630.0,29045.0,573,,,,,,,20601,1244,11320,62.5,37.5,1.0
2021-01-23,,,758,,,,,,,20601,1324,13855,,,
2021-01-24,,,776,,,,,,,20601,1333,15916,,,
2021-01-25,24785.0,19490.0,1088,30.0,7.0,17105.0,69.4,65.0,2025.0,20601,1245,15042,,,
2021-01-26,31050.0,25715.0,1321,28.8,6.8,23465.0,70.0,68.0,2325.0,20601,1346,14583,,,
2021-01-27,37920.0,29875.0,1031,29.0,7.1,17835.0,66.7,95.0,1068.0,20601,1394,15442,,,
2021-01-28,32335.0,25575.0,1054,,,,,,,20601,1649,13708,,,
2021-01-29,33015.0,26065.0,1024,,,,,,,20601,1510,12363,62.9,37.1,1.0
2021-01-30,,,1118,,,,,,,20601,1701,11628,,,
2021-01-31,,,1012,,,,,,,20601,1375,15112,,,
2021-02-01,33055.0,25910.0,1027,30.0,7.1,18970.0,66.5,75.0,2215.0,20601,1312,12990,,,
2021-02-02,35080.0,27350.0,1046,28.3,7.0,19700.0,68.4,93.0,1980.0,20601,1404,15478,,,
2021-02-03,35805.0,28245.0,1006,29.9,7.2,17580.0,67.5,88.0,2340.0,20601,1455,14419,,,
2021-02-04,33805.0,26385.0,1027,,,,,,,20601,1494,13754,,,
2021-02-05,29695.0,23025.0,1143,,,,,,,20601,1555,11361,62.7,37.3,1.0
2021-02-06,,,1124,,,,,,,20601,1596,15785,,,
2021-02-07,,,1118,,,,,,,20601,1520,14779,,,
2021-02-08,30755.0,23950.0,1076,30.5,7.1,18140.0,68.7,50.0,2240.0,20601,1554,14574,,,
2021-02-09,32015.0,25405.0,1109,29.2,7.0,19355.0,69.6,58.0,2125.0,20601,1503,13990,,,
2021-02-10,31695.0,24520.0,1082,31.2,7.2,17700.0,67.1,55.0,2380.0,20601,1560,13282,63.0,37.0,1.0
2021-02-11,,,667,,,,,,,20601,1113,11808,,,
2021-02-12,,,694,,,,,,,20601,420,11718,,,
2021-02-13,,,652,,,,,,,20601,415,11370,,,
2021-02-14,,,1136,,,,,,,20601,1089,12505,,,
2021-02-15,32855.0,25715.0,1112,31.4,7.2,19105.0,67.4,80.0,2585.0,20601,1179,12525,,,
2021-02-16,27610.0,21705.0,1200,28.2,7.2,22365.0,66.2,78.0,2305.0,20601,1269,13368,,,
2021-02-17,30095.0,23305.0,1151,30.9,7.4,18845.0,64.9,58.0,2670.0,20601,1221,11380,,,
2021-02-18,28880.0,22695.0,1170,,,,,,,20601,1254,12407,,,
2021-02-19,31415.0,24770.0,1124,,,,,,,20601,1009,11197,62.8,37.2,1.0
2021-02-20,,,1225,,,,,,,20601,1000,14141,,,
2021-02-21,,,1161,,,,,,,20601,961,13264,,,
2021-02-22,31205.0,24425.0,1164,31.2,7.1,19105.0,69.1,58.0,2505.0,20601,933,13375,,,
2021-02-23,31365.0,24985.0,1100,29.3,7.1,19270.0,69.3,88.0,2420.0,20601,1100,14219,,,
2021-02-24,35500.0,28070.0,761,31.1,7.3,18740.0,68.0,70.0,2605.0,20601,1257,14427,,,
2021-02-25,37750.0,30060.0,821,,,,,,,20601,1345,13419,,,
2021-02-26,37375.0,29095.0,767,,,,,,,20601,1372,13772,62.9,37.1,1.0
2021-02-27,,,918,,,,,,,20601,1352,13759,,,
2021-02-28,,,803,,,,,,,20601,1384,13548,,,
2021-03-01,,,809,,,,,,,20601,1321,13128,,,
2021-03-02,32740.0,25440.0,785,31.2,7.2,21050.0,69.6,65.0,2680.0,20601,1252,13118,,,
2021-03-03,35910.0,27660.0,660,31.1,7.3,22260.0,60.0,65.0,2805.0,20601,1227,11352,,,
2021-03-04,35885.0,27600.0,830,,,,,,,20601,1292,13935,,,
2021-03-05,37335.0,28980.0,825,,,,,,,20601,1294,13351,,,
2021-03-06,,,812,,,,,,,20601,1313,12366,,,
2021-03-07,,,809,,,,,,,20601,811,11912,,,
2021-03-08,36620.0,28050.0,709,32.3,7.3,20645.0,67.1,58.0,2810.0,20601,162,11404,,,
2021-03-09,39495.0,30860.0,739,31.3,7.2,22145.0,68.4,55.0,2755.0,20601,443,9436,,,
2021-03-10,40175.0,31015.0,721,,,,,,,20601,820,8997,,,
2021-03-11,38495.0,30120.0,915,,,,,,,20601,1171,10274,,,
2021-03-12,30245.0,23905.0,1136,,,,,,,20601,1030,12399,62.5,37.5,1.0
2021-03-13,,,831,,,,,,,20601,993,12536,,,
2021-03-14,,,906,,,,,,,20601,863,9852,,,
2021-03-15,33095.0,25280.0,898,31.2,7.2,23150.0,63.4,58.0,2675.0,20601,637,9211,,,
2021-03-16,33190.0,25675.0,851,30.4,7.3,21640.0,67.0,63.0,2835.0,20601,1061,9641,,,
2021-03-17,35520.0,27350.0,852,,,,,,,20601,1153,11550,,,
2021-03-18,35875.0,27800.0,854,,,,,,,20601,1131,18721,,,
2021-03-19,36040.0,27730.0,903,,,26420.0,59.5,,,20601,1117,12579,62.5,37.5,1.0
2021-03-20,,,921,,,,,,,20601,1174,12613,,,
2021-03-21,,,876,,,,,,,20601,1163,12156,,,
2021-03-22,33415.0,25480.0,1106,33.0,7.3,20920.0,66.5,55.0,2780.0,20601,1175,12545,,,
2021-03-23,26945.0,20625.0,1155,32.5,7.2,21420.0,66.8,60.0,2840.0,20601,1020,14048,,,
2021-03-24,30330.0,23245.0,1518,,,,,,,20601,934,13848,,,
2021-03-25,32335.0,25030.0,1676,,,,,,,20601,1047,14405,,,
2021-03-26,34985.0,26605.0,1567,30.2,7.1,18630.0,68.3,108.0,2130.0,20601,1567,14921,65.6,34.4,1.0
2021-03-27,,,1639,,,,,,,20601,1273,15115,,,
2021-03-28,,,1751,,,,,,,20601,1307,14957,,,
2021-03-29,29325.0,22210.0,1533,33.3,7.2,20260.0,67.0,65.0,2740.0,20601,1277,14429,,,
2021-03-30,33275.0,25500.0,1651,32.4,7.3,20400.0,67.5,60.0,2755.0,20601,1158,14910,,,
2021-03-31,31975.0,24560.0,1673,,,,,,,20601,1252,14829,,,
2021-04-01,26250.0,20010.0,1164,,,,,,,20601,936,14816,,,
2021-04-02,32620.0,24895.0,1700,27.8,7.3,23695.0,64.3,60.0,2285.0,20601,1318,14319,64.6,35.4,1.0
2021-04-03,,,1637,,,,,,,20601,1268,14463,,,
2021-04-04,,,1676,,,,,,,20601,1165,13997,,,
2021-04-05,26820.0,19930.0,1648,33.3,7.4,20555.0,66.3,60.0,2700.0,20601,1250,13109,,,
2021-04-06,27190.0,20355.0,1761,30.5,7.4,23600.0,63.0,55.0,2600.0,20601,1225,13788,,,
2021-04-07,23390.0,17455.0,1743,32.5,7.4,,,,,20601,1366,14113,,,
2021-04-08,25990.0,19115.0,1639,,,,,,,20601,1374,13262,,,
2021-04-09,31930.0,24280.0,1664,32.4,7.2,18990.0,67.5,55.0,2345.0,20601,1349,13841,63.3,36.7,1.0
2021-04-10,,,1706,,,,,,,20601,1355,14612,,,
2021-04-11,,,1809,,,,,,,20601,1247,13825,,,
2021-04-12,25740.0,18845.0,1821,32.5,7.4,23500.0,60.1,63.0,2575.0,20601,1178,13426,,,
2021-04-13,25405.0,18785.0,1851,34.3,7.4,20505.0,64.4,68.0,2460.0,20601,1198,13367,,,
2021-04-14,25850.0,19145.0,1855,,,,,,,20601,1060,13513,,,
2021-04-15,26305.0,20060.0,1891,,,,,,,20601,1466,13983,62.7,37.3,1.0
2021-04-16,25660.0,18980.0,1682,33.5,7.2,21340.0,67.9,50.0,2460.0,20601,1358,13507,,,
2021-04-17,,,1385,,,,,,,20601,1431,12108,,,
2021-04-18,,,1403,,,,,,,20601,1339,11899,,,
2021-04-19,31670.0,23220.0,1409,37.5,7.4,19165.0,65.2,45.0,2525.0,20601,1343,11177,,,
2021-04-20,30960.0,22965.0,1485,38.0,7.4,21195.0,61.3,48.0,2435.0,20601,1275,11196,,,
2021-04-21,32815.0,24695.0,1497,,,,,,,20601,1323,11582,,,
2021-04-22,29120.0,21585.0,1542,,,,,,,20601,1392,12069,,,
2021-04-23,28710.0,21630.0,1582,36.3,7.4,19705.0,65.9,48.0,2495.0,20601,1409,11365,62.4,37.6,1.0
2021-04-24,,,1570,,,,,,,20601,1317,11287,,,
2021-04-25,,,1591,,,,,,,20601,1421,10875,,,
2021-04-26,24185.0,17580.0,1497,36.9,7.6,19500.0,64.5,55.0,2485.0,20601,1369,10551,,,
2021-04-27,25865.0,19280.0,1567,35.5,7.3,22560.0,64.1,53.0,2870.0,20601,937,11059,,,
2021-04-28,27295.0,20005.0,1528,,,,,,,20601,1346,11258,,,
2021-04-29,29300.0,21625.0,1555,,,,,,,20601,1430,10862,,,
2021-04-30,29445.0,21790.0,1476,36.7,7.3,19345.0,65.1,60.0,2540.0,20601,1283,11158,63.9,36.1,1.0
2021-05-01,,,1579,,,,,,,20601,1231,10357,,,
2021-05-02,,,1536,,,,,,,20601,1161,10371,,,
2021-05-03,26870.0,19575.0,1585,38.3,7.5,19230.0,64.8,53.0,2510.0,20601,1110,10522,,,
2021-05-04,28005.0,20705.0,1666,35.9,7.5,24680.0,57.0,50.0,2420.0,20601,977,11217,,,
2021-05-05,,,1742,,,,,,,20601,1006,10740,,,
2021-05-06,25655.0,18775.0,1779,,,,,,,20601,929,12721,,,
2021-05-07,26475.0,19490.0,1727,35.8,7.4,21180.0,65.8,50.0,2615.0,20601,1075,12651,,,
2021-05-08,,,1733,,,,,,,20601,1217,11537,,,
2021-05-09,,,1697,,,,,,,20601,1317,10435,,,
2021-05-10,26320.0,19110.0,1639,38.5,7.5,19305.0,65.5,50.0,2305.0,20601,1126,9768,,,
2021-05-11,28105.0,20485.0,1772,36.9,7.4,19960.0,65.5,53.0,2295.0,20601,1308,9981,,,
2021-05-12,25570.0,18790.0,1118,,,,,,,20601,1042,9726,,,
2021-05-13,32735.0,23720.0,1618,,,,,,,20601,1364,10536,,,
2021-05-14,31590.0,22950.0,1636,33.9,7.4,48260.0,44.5,55.0,2430.0,20601,1488,10516,63.1,26.9,1.0
2021-05-15,,,1651,,,,,,,20601,1526,10540,,,
2021-05-16,,,1594,,,,,,,20601,1438,9867,,,
2021-05-17,27560.0,19995.0,1551,38.5,7.5,20850.0,65.3,50.0,2215.0,20601,1446,9072,,,
2021-05-18,26980.0,19145.0,1758,37.3,7.4,20595.0,65.1,48.0,2270.0,20601,1355,9943,,,
2021-05-19,,,1754,,,,,,,20601,1448,9757,,,
2021-05-20,27725.0,19425.0,1676,,,,,,,20601,1490,9778,,,
2021-05-21,26805.0,19170.0,1733,38.4,7.4,19735.0,64.6,48.0,2205.0,20601,1569,9616,64.2,35.8,1.0
2021-05-22,,,1849,,,,,,,20601,1618,9628,,,
2021-05-23,,,1733,,,,,,,20601,1649,9597,,,
2021-05-24,29155.0,20365.0,1649,38.2,7.4,20285.0,63.2,58.0,2090.0,20601,1630,8918,,,
2021-05-25,27990.0,19885.0,1751,37.5,7.3,19350.0,63.6,40.0,2105.0,20601,1618,9331,,,
2021-05-26,30255.0,21595.0,1688,,,,,,,20601,1412,9652,,,
2021-05-27,29020.0,20725.0,1640,,,,,,,20601,1228,10156,,,
2021-05-28,27080.0,18945.0,1760,37.9,7.2,20375.0,64.0,53.0,2100.0,20601,1233,9594,,,
2021-05-29,,,1608,,,,,,,20601,1317,9452,,,
2021-05-30,,,1564,,,,,,,20601,1488,9340,,,
2021-05-31,27605.0,19000.0,1616,39.6,7.3,20780.0,63.6,45.0,2090.0,20601,1348,9008,,,
2021-06-01,29475.0,20615.0,1654,38.2,7.1,21795.0,63.9,40.0,2035.0,20601,1586,9358,,,
2021-06-02,27155.0,18895.0,1576,,,,,,,20601,1587,8857,62.0,38.0,1.0
2021-06-03,28310.0,21020.0,1072,,,,,,,20601,1148,7971,,,
2021-06-04,30975.0,21500.0,1400,38.2,7.6,20570.0,62.8,63.0,2120.0,20601,1615,8449,,,
2021-06-05,,,1408,,,,,,,20601,1570,8433,,,
2021-06-06,,,1312,,,,,,,20601,1521,9585,,,
2021-06-07,36830.0,25320.0,1344,39.4,7.4,22535.0,62.5,53.0,2080.0,20601,1584,9444,,,
2021-06-08,36105.0,24855.0,1064,38.7,7.4,26905.0,53.4,50.0,2030.0,20601,1427,9653,,,
2021-06-09,39355.0,27510.0,1248,,,,,,,20601,1403,9981,62.4,37.6,1.0
2021-06-10,38270.0,26845.0,1404,,,,,,,20601,1597,9988,,,
2021-06-11,34540.0,23900.0,1244,37.2,7.4,21135.0,62.4,60.0,2290.0,20601,1580,9362,,,
2021-06-12,,,1120,,,,,,,20601,1410,9373,,,
2021-06-13,,,1256,,,,,,,20601,1485,9206,,,
2021-06-14,30265.0,20880.0,1128,39.6,7.4,23870.0,62.9,48.0,2265.0,20601,1253,9020,,,
2021-06-15,35195.0,24795.0,1296,38.5,7.3,24565.0,62.5,48.0,2235.0,20601,1254,8981,62.4,37.6,1.0
2021-06-16,34015.0,23445.0,1428,,,,,,,20601,1068,9520,,,
2021-06-17,34440.0,23680.0,1324,,,,,,,20601,1136,9591,,,
2021-06-18,35135.0,24715.0,1388,36.6,7.5,33360.0,53.1,55.0,2295.0,20601,1149,9303,,,
2021-06-19,,,1248,,,,,,,20601,923,9066,,,
2021-06-20,,,1376,,,,,,,20601,1138,8616,,,
2021-06-21,28535.0,19660.0,1360,39.2,7.5,24440.0,60.2,53.0,2305.0,20601,1139,8203,,,
2021-06-22,31900.0,21780.0,1332,37.6,7.4,24730.0,61.9,50.0,2170.0,20601,1177,8774,63.8,36.2,1.0
2021-06-23,33285.0,23605.0,1272,,,,,,,20601,1283,8842,,,
2021-06-24,33235.0,23210.0,1304,,,,,,,20601,1306,9414,,,
2021-06-25,31420.0,21935.0,1148,39.4,7.5,24370.0,62.5,60.0,2320.0,20601,1218,9240,,,
2021-06-26,,,1012,,,,,,,20601,1241,8056,,,
2021-06-27,,,1108,,,,,,,20601,1153,7912,,,
2021-06-28,35820.0,24760.0,1200,38.9,7.5,25780.0,60.1,60.0,2320.0,20601,1378,7462,,,
2021-06-29,31635.0,21740.0,1304,38.8,7.4,24085.0,62.1,55.0,2225.0,20601,1312,7911,,,
2021-06-30,29560.0,20375.0,1368,,,,,,,20601,1279,8609,,,
2021-07-01,,,1328,,,,,,,20601,1188,8039,63.5,36.5,1.0
2021-07-02,31120.0,21515.0,1328,39.2,7.4,24155.0,62.0,50.0,2260.0,20601,1198,7976,,,
2021-07-03,,,1384,,,,,,,20601,1422,7816,,,
2021-07-04,,,1348,,,,,,,20601,1260,8123,,,
2021-07-05,30160.0,20620.0,1216,38.8,7.5,24330.0,61.3,68.0,2170.0,20601,1285,7118,,,
2021-07-06,29330.0,19625.0,1088,38.3,7.4,25240.0,61.3,48.0,1995.0,20601,1143,6939,,,
2021-07-07,31330.0,21100.0,1008,,,,,,,20601,1230,6583,62.8,37.2,1.0
2021-07-08,33935.0,22960.0,1092,,,,,,,20601,1211,6991,,,
2021-07-09,31205.0,20540.0,1132,39.5,7.6,23490.0,61.0,50.0,2170.0,20601,1093,7086,,,
2021-07-10,,,1396,,,,,,,20601,1504,6657,,,
2021-07-11,,,1440,,,,,,,20601,1345,7080,,,
2021-07-12,24735.0,16440.0,1404,39.5,7.6,23410.0,62.2,45.0,2095.0,20601,1414,6611,,,
2021-07-13,25015.0,16480.0,1340,37.4,7.5,24855.0,60.1,45.0,1930.0,20601,1328,6388,,,
2021-07-14,28540.0,19030.0,1288,,,,,,,20601,1457,6333,,,
2021-07-15,30930.0,20430.0,1292,,,,,,,20601,1361,6324,,,
2021-07-16,29720.0,19320.0,1336,37.5,7.5,32770.0,45.8,53.0,2195.0,20601,1299,6724,,,
2021-07-17,,,1244,,,,,,,20601,1326,6350,,,
2021-07-18,,,1240,,,,,,,20601,1379,6238,,,
2021-07-19,30320.0,19620.0,1184,40.5,7.6,22740.0,59.6,48.0,2010.0,20601,721,6676,,,
2021-07-20,45470.0,29960.0,864,39.0,7.6,23390.0,59.2,50.0,2050.0,20601,1098,6580,,,
2021-07-21,41845.0,27305.0,984,,,,,,,20601,941,6766,,,
2021-07-22,31320.0,20365.0,1232,,,,,,,20601,1319,6788,,,
2021-07-23,36435.0,23555.0,1220,40.5,7.4,23660.0,59.8,43.0,2175.0,20601,1345,6840,,,
2021-07-24,,,1432,,,,,,,20601,1119,7382,,,
2021-07-25,,,1376,,,,,,,20601,1347,7008,,,
2021-07-26,,,1416,,,,,,,20601,1418,6844,,,
2021-07-27,28845.0,18870.0,1252,40.1,7.4,23615.0,58.8,55.0,2010.0,20601,1242,6812,,,
2021-07-28,28425.0,18960.0,1240,,,,,,,20601,1294,6837,,,
2021-07-29,28525.0,18750.0,1028,,,,,,,20601,1247,6364,,,
2021-07-30,29700.0,19290.0,1216,40.0,7.4,25870.0,55.6,48.0,2080.0,20601,1253,6242,,,
2021-07-31,,,1212,,,,,,,20601,1303,6173,,,
2021-08-01,,,1096,,,,,,,20601,1164,5726,,,
2021-08-02,30305.0,19560.0,952,41.1,7.5,23975.0,55.1,48.0,2025.0,20601,998,5582,,,
2021-08-03,31565.0,20195.0,1012,40.9,7.3,23640.0,59.6,40.0,1955.0,20601,1005,5874,,,
2021-08-04,29885.0,19135.0,1196,,,,,,,20601,1186,5572,,,
2021-08-05,29800.0,19365.0,1316,,,,,,,20601,1169,6271,63.1,36.9,1.0
2021-08-06,33145.0,21170.0,1236,39.9,7.3,22420.0,58.9,63.0,2065.0,20601,1273,6181,,,
2021-08-07,,,1308,,,,,,,20601,1386,6196,,,
2021-08-08,,,1408,,,,,,,20601,1160,6315,,,
2021-08-09,26020.0,16750.0,1364,40.0,7.4,24025.0,56.3,53.0,1975.0,20601,1234,6104,,,
2021-08-10,31340.0,20830.0,1296,39.4,7.4,28005.0,54.5,43.0,1850.0,20601,1292,5723,,,
2021-08-11,27755.0,17865.0,1284,,,,,,,20601,1233,5730,,,
2021-08-12,26225.0,16925.0,1192,,,,,,,20601,1198,5546,62.0,38.0,1.0
2021-08-13,28315.0,17945.0,1020,39.2,7.4,23730.0,56.0,50.0,2000.0,20601,1109,5151,,,
2021-08-14,,,1104,,,,,,,20601,1076,5002,,,
2021-08-15,,,1392,,,,,,,20601,1365,4760,,,
2021-08-16,,,1376,,,,,,,20601,1345,4397,,,
2021-08-17,28275.0,17835.0,1324,37.3,7.4,24925.0,54.5,30.0,1735.0,20601,1209,4686,,,
2021-08-18,23050.0,14730.0,1408,,,,,,,20601,1316,4635,,,
2021-08-19,23690.0,15220.0,1432,,,,,,,20601,1260,4583,,,
2021-08-20,22275.0,14055.0,1428,28.3,7.4,24535.0,55.9,35.0,1720.0,20601,1221,4811,62.8,37.2,1.0
2021-08-21,,,1256,,,,,,,20601,1161,4572,,,
2021-08-22,,,1232,,,,,,,20601,1098,4375,,,
2021-08-23,27060.0,17195.0,1476,38.9,7.4,23340.0,58.1,40.0,1770.0,20601,865,4546,,,
2021-08-24,21775.0,14065.0,1864,37.0,7.4,25810.0,50.2,43.0,1735.0,20601,1159,5024,,,
2021-08-25,21480.0,13765.0,1460,,,,,,,20601,1169,4757,,,
2021-08-26,30310.0,19675.0,1508,,,,,,,20601,1181,4780,,,
2021-08-27,23615.0,15245.0,1536,37.8,7.4,19950.0,57.1,35.0,1825.0,20601,1187,4637,63.6,36.4,1.0
2021-08-28,,,1572,,,,,,,20601,1163,4842,,,
2021-08-29,,,1740,,,,,,,20601,1218,4635,,,
2021-08-30,20100.0,12490.0,1872,40.0,7.4,37150.0,36.4,45.0,1825.0,20601,1193,4110,,,
2021-08-31,21880.0,13850.0,1764,35.5,7.3,21435.0,56.7,50.0,1985.0,20601,977,4118,,,
2021-09-01,23425.0,14975.0,1680,,,,,,,20601,1030,5245,,,
2021-09-02,19355.0,12015.0,1732,,,,,,,20601,1066,7113,,,
2021-09-03,22540.0,14210.0,1564,31.0,7.4,28060.0,47.0,33.0,1650.0,27468,1241,3731,,,
2021-09-04,,,820,,,,,,,27468,1078,3897,,,
2021-09-05,,,896,,,,,,,27468,941,3889,,,
2021-09-06,27435.0,16400.0,1276,35.8,7.5,25645.0,47.4,38.0,1705.0,27468,1080,3718,,,
2021-09-07,22880.0,14490.0,1408,34.4,7.3,22040.0,56.0,30.0,1605.0,27468,893,4275,,,
2021-09-08,27950.0,17705.0,940,35.0,7.4,23645.0,51.5,30.0,1660.0,27468,1105,3591,,,
2021-09-09,28205.0,17940.0,1028,,,,,,,27468,886,4405,,,
2021-09-10,25285.0,16005.0,932,36.8,7.3,19145.0,56.9,38.0,1850.0,27468,1205,3993,61.8,38.2,1.0
2021-09-11,,,1060,,,,,,,27468,1100,4462,,,
2021-09-12,,,1044,,,,,,,27468,1045,4202,,,
2021-09-13,26660.0,17155.0,1464,36.0,7.4,22720.0,50.8,33.0,1500.0,27468,1277,4683,,,
2021-09-14,21795.0,14350.0,1404,38.3,7.4,27655.0,41.7,33.0,1705.0,27468,1225,5066,,,
2021-09-15,19120.0,12695.0,1568,31.4,7.3,12360.0,57.3,30.0,1025.0,27468,1088,5679,,,
2021-09-16,23730.0,16315.0,1464,,,,,,,27468,986,5712,61.9,38.1,1.0
2021-09-17,,,1004,,,,,,,27468,1052,5498,,,
2021-09-18,,,1104,,,,,,,27468,1057,5715,,,
2021-09-19,,,792,,,,,,,27468,1072,5431,,,
2021-09-20,,,540,,,,,,,27468,853,4512,,,
2021-09-21,,,736,,,,,,,27468,282,5243,,,
2021-09-22,,,924,,,,,,,27468,672,5407,,,
2021-09-23,31960.0,21460.0,860,,,,,,,27468,967,5409,,,
2021-09-24,24935.0,17000.0,788,37.0,7.5,29670.0,40.7,35.0,1815.0,27468,1223,5128,,,
2021-09-25,,,1496,,,,,,,27468,1357,6553,,,
2021-09-26,,,1424,,,,,,,27468,1284,7266,,,
2021-09-27,22530.0,15790.0,1532,38.5,7.4,20290.0,56.6,30.0,1935.0,27468,1183,7389,,,
