Date,SL_vol,FW_in,PS_TS,PS_VS,M1_in,M1_temp,M1_pH,M1_TS,M1_VS,M1_VFA,M1_Alk,M1_vol,M1_eff,BP,CH4,CO2,H2S
2020-08-20,1664,424,,,2088,,,,,,,26276,1350,19320,52.6,15.4,36.0
2020-08-21,1596,452,,,2048,34.2,7.6,21985.0,11670.0,75.0,2360.0,26276,2302,24642,,,
2020-08-22,1796,400,,,2196,,,,,,,26276,2414,24064,,,
2020-08-23,1956,76,,,2032,,,,,,,26276,2486,20030,,,
2020-08-24,1956,504,24684.0,17344.0,2460,35.1,7.5,20700.0,11130.0,63.0,2300.0,26276,2369,20746,,,
2020-08-25,1820,552,,,2372,35.4,7.4,22615.0,11610.0,70.0,1775.0,26276,2594,21751,,,
2020-08-26,1564,408,,,1972,34.5,7.6,19235.0,10735.0,90.0,2390.0,26276,2608,20930,,,
2020-08-27,2400,240,,,2640,,,,,,,26276,2605,20865,61.2,31.2,33.0
2020-08-28,2148,256,,,2404,35.6,7.4,25835.0,12640.0,75.0,2445.0,26276,2365,18738,,,
2020-08-29,2100,316,,,2416,,,,,,,26276,2516,20076,,,
2020-08-30,2168,76,,,2244,,,,,,,26276,2581,17114,,,
2020-08-31,2188,460,32190.0,21468.0,2648,34.6,7.5,19020.0,10400.0,63.0,2465.0,26276,2179,19534,,,
2020-09-01,1900,448,,,2348,33.0,7.4,21900.0,11330.0,38.0,2055.0,26276,2033,19040,,,
2020-09-02,1544,364,,,1908,34.1,7.6,17965.0,9620.0,78.0,2600.0,26276,2300,15167,,,
2020-09-03,1536,288,,,1824,,,,,,,26276,2497,17815,63.6,29.2,29.0
2020-09-04,2332,212,,,2544,34.1,7.7,18565.0,9810.0,50.0,2560.0,26276,2423,17227,,,
2020-09-05,2424,296,,,2720,,,,,,,26276,2599,17179,,,
2020-09-06,2508,60,,,2568,,,,,,,26276,2581,17214,,,
2020-09-07,2128,404,21735.0,13835.0,2532,32.1,7.3,16595.0,8720.0,50.0,2180.0,26276,2139,17118,,,
2020-09-08,1804,404,,,2208,32.1,7.2,17965.0,9530.0,50.0,2260.0,26276,2194,19623,,,
2020-09-09,1800,340,,,2140,33.0,7.3,17270.0,8980.0,60.0,2385.0,26276,2042,20336,,,
2020-09-10,1824,332,,,2156,,,,,,,26276,2058,18442,,,
2020-09-11,1728,256,,,1984,34.0,7.3,18200.0,9630.0,43.0,2375.0,26276,2268,17004,61.4,31.6,14.0
2020-09-12,1776,300,,,2076,,,,,,,26276,2244,17948,,,
2020-09-13,1808,72,,,1880,,,,,,,26276,2230,17389,,,
2020-09-14,1672,424,31619.0,21885.0,2096,33.5,7.2,19215.0,10080.0,40.0,2240.0,26276,2104,17457,,,
2020-09-15,1648,396,,,2044,33.5,7.1,31305.0,12605.0,48.0,2030.0,26276,2150,18433,,,
2020-09-16,1496,328,,,1824,33.0,7.3,18380.0,9500.0,60.0,2420.0,26276,2302,22211,,,
2020-09-17,1508,288,,,1796,,,,,,,26276,2134,21031,,,
2020-09-18,1976,284,,,2260,34.2,7.2,19400.0,9775.0,45.0,2455.0,26276,1989,20729,62.3,30.2,30.0
2020-09-19,1696,264,,,1960,,,,,,,26276,1689,21186,,,
2020-09-20,1480,64,,,1544,,,,,,,26276,1642,18774,,,
2020-09-21,1020,444,33740.0,24539.0,1464,34.0,7.3,19175.0,9705.0,33.0,2420.0,26276,1604,17789,,,
2020-09-22,844,424,,,1268,34.1,7.2,22730.0,11675.0,35.0,2290.0,26276,1751,18434,,,
2020-09-23,1040,324,,,1364,34.1,7.3,19925.0,10345.0,60.0,2605.0,26276,1815,21298,,,
2020-09-24,1308,228,,,1536,,,,,,,26276,1782,19380,62.2,31.5,25.0
2020-09-25,969,309,,,1278,34.7,7.3,19415.0,10225.0,45.0,2590.0,19707,1439,18749,,,
2020-09-26,966,297,,,1263,,,,,,,19707,948,18913,,,
2020-09-27,966,57,,,1023,,,,,,,19707,904,18008,,,
2020-09-28,837,411,45867.0,35003.0,1248,34.1,7.2,43355.0,20595.0,43.0,3025.0,19707,1276,18970,,,
2020-09-29,828,519,,,1347,36.9,7.5,,,,,19707,2065,20588,62.5,31.7,34.0
2020-09-30,741,474,,,1215,,,,,,,19707,1947,19911,,,
2020-10-01,774,54,,,828,,,,,,,19707,1618,19055,,,
2020-10-02,813,384,,,1197,,,,,,,19707,1555,20499,,,
2020-10-03,810,291,,,1101,,,,,,,19707,1709,19658,,,
2020-10-04,1008,45,,,1053,,,,,,,19707,1822,19380,,,
2020-10-05,1017,489,,,1506,,,,,,,19707,1110,17869,,,
2020-10-06,603,453,,,1056,37.5,7.7,20900.0,11250.0,68.0,3140.0,19707,1022,17857,,,
2020-10-07,618,417,,,1035,38.2,7.5,21640.0,11670.0,48.0,3275.0,19707,1075,15115,,,
2020-10-08,633,366,,,999,,,,,,,19707,1349,20045,61.9,31.4,30.0
2020-10-09,909,348,,,1257,,,,,,,19707,1314,18513,,,
2020-10-10,948,345,,,1293,,,,,,,19707,1250,14632,,,
2020-10-11,1023,48,,,1071,,,,,,,19707,1702,14900,,,
2020-10-12,1332,462,40925.0,31659.0,1794,,,,,,,19707,2293,18939,,,
2020-10-13,1581,321,,,1902,35.2,7.3,23545.0,13385.0,750.0,3360.0,19707,2225,20213,,,
2020-10-14,1779,351,,,2130,38.2,7.7,22030.0,12710.0,53.0,3185.0,19707,2258,19902,,,
2020-10-15,1896,255,,,2151,,,,,,,19707,2151,21473,63.1,33.2,27.0
2020-10-16,1350,249,,,1599,37.0,7.4,21615.0,12650.0,68.0,3160.0,19707,1217,20657,,,
2020-10-17,1455,249,,,1704,,,,,,,19707,1872,18366,,,
2020-10-18,1836,45,,,1881,,,,,,,19707,1828,18990,,,
2020-10-19,1233,411,35946.0,27923.0,1644,,,,,,,19707,1210,20051,,,
2020-10-20,1017,408,,,1425,43.5,7.7,21115.0,11720.0,168.0,3615.0,19707,1271,18588,,,
2020-10-21,900,219,,,1119,37.0,7.7,20325.0,12180.0,123.0,3100.0,19707,1358,21996,,,
2020-10-22,1104,255,,,1359,,,,,,,19707,1813,17774,61.3,31.8,21.0
2020-10-23,1584,282,,,1866,38.2,7.5,22185.0,13015.0,83.0,3120.0,19707,2299,20302,,,
2020-10-24,1749,207,,,1956,,,,,,,19707,2172,20610,,,
2020-10-25,2061,51,,,2112,,,,,,,19707,1905,18813,,,
2020-10-26,1641,441,36859.0,27865.0,2082,,,,,,,19707,2257,19464,,,
2020-10-27,1650,318,,,1968,42.6,7.8,22220.0,12785.0,476.0,3310.0,19707,1961,17164,,,
2020-10-28,1761,264,,,2025,38.2,7.5,20810.0,12620.0,634.0,2775.0,19707,2415,22103,,,
2020-10-29,1716,186,,,1902,,,,,,,19707,1899,20803,63.1,37.2,25.0
2020-10-30,1497,204,,,1701,36.7,7.6,20850.0,12670.0,118.0,2785.0,19707,1552,20410,,,
2020-10-31,1323,285,,,1608,,,,,,,19707,1642,23709,,,
2020-11-01,1329,48,,,1377,,,,,,,19707,1651,20849,,,
2020-11-02,1251,378,35904.0,27236.0,1629,,,,,,,19707,1618,19793,,,
2020-11-03,1074,378,,,1452,42.1,7.7,20695.0,11745.0,118.0,2995.0,19707,1759,20999,,,
2020-11-04,1215,285,,,1500,37.2,7.6,22125.0,12940.0,304.0,3010.0,19707,1431,19214,,,
2020-11-05,1251,291,,,1542,,,,,,,19707,1788,16730,61.2,34.5,35.0
2020-11-06,1725,288,,,2013,37.0,7.5,24505.0,15810.0,70.0,2995.0,19707,2071,23278,,,
2020-11-07,1623,321,,,1944,,,,,,,19707,2109,22521,,,
2020-11-08,1446,45,,,1491,,,,,,,19707,1941,21795,,,
2020-11-09,1446,423,38723.0,28299.0,1869,,,,,,,19707,1997,23519,,,
2020-11-10,1485,405,,,1890,41.2,7.5,21590.0,12340.0,133.0,3030.0,19707,2187,24001,,,
2020-11-11,1500,312,,,1812,34.6,7.5,23125.0,13730.0,383.0,3000.0,19707,2289,22971,,,
2020-11-12,1749,309,,,2058,,,,,,,19707,2295,22865,,,
2020-11-13,1452,357,,,1809,33.1,7.4,23415.0,14010.0,93.0,2825.0,19707,1907,22776,,,
2020-11-14,1689,330,,,2019,,,,,,,19707,2120,19862,,,
2020-11-15,1875,54,,,1929,,,,,,,19707,1759,19753,,,
2020-11-16,957,435,41883.0,29067.0,1392,,,,,,,19707,1632,23285,,,
2020-11-17,1302,357,,,1659,,,,,,,19707,2180,24994,,,
2020-11-18,1668,345,,,2013,33.5,7.5,25010.0,15255.0,108.0,2905.0,19707,2045,20810,,,
2020-11-19,1743,249,,,1992,,,,,,,19707,2089,17930,,,
2020-11-20,1515,333,,,1848,38.0,7.4,24660.0,14685.0,108.0,2860.0,19707,2089,19206,63.4,31.6,15.0
2020-11-21,1506,162,,,1668,,,,,,,19707,1881,20512,,,
2020-11-22,1488,216,,,1704,,,,,,,19707,2099,21080,,,
2020-11-23,1455,465,39909.0,29989.0,1920,,,,,,,19707,1614,19552,,,
2020-11-24,1257,399,,,1656,36.7,7.6,25775.0,14260.0,270.0,3040.0,19707,1872,21162,,,
2020-11-25,1167,366,,,1533,33.0,7.4,25260.0,14830.0,115.0,3045.0,19707,1730,23154,,,
2020-11-26,1200,285,,,1485,,,,,,,19707,1819,24792,62.6,33.7,14.0
2020-11-27,996,321,,,1317,36.2,7.4,25220.0,15175.0,98.0,2920.0,19707,1787,25217,,,
2020-11-28,1122,339,,,1461,,,,,,,19707,1791,23052,,,
2020-11-29,1572,54,,,1626,,,,,,,19707,1684,18155,,,
2020-11-30,1512,432,36146.0,27391.0,1944,,,,,,,19707,1621,18254,,,
2020-12-01,1314,465,,,1779,37.8,7.4,24595.0,14350.0,409.0,3035.0,19707,1594,25736,,,
2020-12-02,885,360,,,1245,34.1,7.5,25265.0,16005.0,296.0,2915.0,19707,1181,29416,,,
2020-12-03,816,303,,,1119,,,,,,,19707,1110,27441,61.4,34.9,15.0
2020-12-04,798,390,,,1188,34.6,7.5,25830.0,15255.0,83.0,3155.0,19707,1144,23295,,,
2020-12-05,873,315,,,1188,,,,,,,19707,1663,28008,,,
2020-12-06,1233,48,,,1281,,,,,,,19707,1501,28876,,,
2020-12-07,1260,513,41930.0,33211.0,1773,,,,,,,19707,1592,30033,,,
2020-12-08,942,351,,,1293,40.0,7.7,24595.0,14055.0,95.0,3485.0,19707,1144,25328,,,
2020-12-09,738,393,,,1131,35.7,7.7,22755.0,13870.0,105.0,3490.0,19707,1349,17698,,,
2020-12-10,876,270,,,1146,,,,,,,19707,1336,20426,62.3,34.6,11.0
2020-12-11,1044,300,,,1344,34.6,7.5,24075.0,14680.0,113.0,2920.0,19707,1591,23731,,,
2020-12-12,1182,285,,,1467,,,,,,,19707,1510,21613,,,
2020-12-13,1134,60,,,1194,,,,,,,19707,934,22368,,,
2020-12-14,606,435,44380.0,35169.0,1041,,,,,,,19707,849,23312,,,
2020-12-15,789,312,,,1101,35.0,7.7,23590.0,13905.0,113.0,3490.0,19707,1315,21248,,,
2020-12-16,675,312,,,987,33.4,7.6,26605.0,14960.0,95.0,3725.0,19707,1437,23264,,,
2020-12-17,1185,252,,,1437,,,,,,,19707,1880,23262,60.7,34.3,14.0
2020-12-18,1677,294,,,1971,32.8,7.7,24855.0,15740.0,103.0,3490.0,19707,1738,25956,,,
2020-12-19,1356,249,,,1605,,,,,,,19707,1597,26195,,,
2020-12-20,1251,90,,,1341,,,,,,,19707,1954,20979,,,
2020-12-21,1386,351,39794.0,32337.0,1737,,,,,,,19707,1915,21162,,,
2020-12-22,1380,288,,,1668,34.2,7.6,25100.0,16065.0,143.0,3200.0,19707,1917,25920,60.3,34.2,14.0
2020-12-23,1383,219,,,1602,31.8,7.7,25850.0,16515.0,95.0,3455.0,19707,1841,28381,,,
2020-12-24,1452,177,,,1629,,,,,,,19707,1744,22620,,,
2020-12-25,1485,234,,,1719,,,,,,,19707,1940,20198,,,
2020-12-26,1404,192,,,1596,,,,,,,19707,1954,23431,,,
2020-12-27,1512,48,,,1560,,,,,,,19707,1658,23225,,,
2020-12-28,1371,378,35558.0,28045.0,1749,,,,,,,19707,1601,21223,,,
2020-12-29,963,309,,,1272,33.4,7.6,25730.0,16970.0,330.0,2820.0,19707,1633,27397,,,
2020-12-30,1236,243,,,1479,32.0,7.7,24385.0,16055.0,143.0,3235.0,19707,1559,11416,,,
2020-12-31,1179,228,,,1407,,,,,,,19707,1645,21921,60.2,34.1,13.0
2021-01-01,1197,264,,,1461,,,,,,,19707,1759,27512,,,
2021-01-02,1281,216,,,1497,,,,,,,19707,1669,24436,,,
2021-01-03,1341,48,,,1389,,,,,,,19707,1839,19226,,,
2021-01-04,1368,444,41442.0,34423.0,1812,,,,,,,19707,1605,23533,,,
2021-01-05,1479,387,,,1866,32.8,7.8,21860.0,14770.0,281.0,2815.0,19707,1452,24409,,,
2021-01-06,1548,303,,,1851,32.1,7.5,21385.0,14170.0,90.0,2810.0,19707,1534,21940,,,
2021-01-07,1515,258,,,1773,,,,,,,19707,1744,24029,60.5,36.5,6.0
2021-01-08,1512,129,,,1641,33.1,7.2,21610.0,14065.0,88.0,2505.0,19707,1574,23238,,,
2021-01-09,1479,198,,,1677,,,,,,,19707,1839,14900,,,
2021-01-10,1452,57,,,1509,,,,,,,19707,1767,12825,,,
2021-01-11,1461,423,32073.0,26340.0,1884,,,,,,,19707,1889,23954,,,
2021-01-12,1488,339,,,1827,31.6,7.4,20545.0,15765.0,133.0,2310.0,19707,1966,20461,,,
2021-01-13,1440,372,,,1812,32.7,7.4,19885.0,13015.0,98.0,2435.0,19707,1832,22839,,,
2021-01-14,1443,312,,,1755,,,,,,,19707,1531,21312,,,
2021-01-15,1458,234,,,1692,30.1,7.6,21575.0,14825.0,170.0,2580.0,19707,1625,25108,60.3,37.0,5.0
2021-01-16,1434,231,,,1665,,,,,,,19707,1975,24601,,,
2021-01-17,1455,51,,,1506,,,,,,,19707,1855,24511,,,
2021-01-18,1425,426,36328.0,29792.0,1851,,,,,,,19707,1980,19897,,,
2021-01-19,1245,366,,,1611,32.0,7.5,21055.0,14460.0,398.0,1885.0,19707,2062,20661,,,
2021-01-20,888,345,,,1233,29.7,7.4,20105.0,13360.0,78.0,2370.0,19707,1901,20536,,,
2021-01-21,1398,309,,,1707,,,,,,,19707,1868,20587,61.0,36.2,6.0
2021-01-22,1359,297,,,1656,31.0,7.3,20690.0,14035.0,118.0,2375.0,19707,2073,22055,,,
2021-01-23,873,285,,,1158,,,,,,,19707,1598,7240,,,
2021-01-24,921,36,,,957,,,,,,,19707,1699,16878,,,
2021-01-25,1125,480,38553.0,30956.0,1605,,,,,,,19707,1674,20708,,,
2021-01-26,870,339,,,1209,32.1,7.7,19800.0,12850.0,105.0,2785.0,19707,1710,23886,,,
2021-01-27,945,189,,,1134,30.6,7.6,22865.0,15665.0,118.0,2295.0,19707,1661,24417,,,
2021-01-28,918,354,,,1272,,,,,,,19707,997,24582,60.5,36.0,7.0
2021-01-29,921,297,,,1218,30.0,7.6,21175.0,14375.0,90.0,2400.0,19707,1402,15956,,,
2021-01-30,1000,288,,,1288,,,,,,,19707,1195,15144,,,
2021-01-31,1050,45,,,1095,,,,,,,19707,1283,19914,,,
2021-02-01,1074,450,41896.0,33482.0,1524,,,,,,,19707,1498,19840,,,
2021-02-02,1092,402,,,1494,34.1,7.6,19310.0,12155.0,103.0,2625.0,19707,1699,19583,,,
2021-02-03,1095,216,,,1311,30.3,7.6,22710.0,15245.0,113.0,2615.0,19707,1748,19114,,,
2021-02-04,1061,264,,,1325,,,,,,,19707,1497,23426,,,
2021-02-05,1050,264,,,1314,30.8,7.6,22285.0,14950.0,95.0,2585.0,19707,1542,26973,60.5,36.4,6.0
2021-02-06,1217,201,,,1418,,,,,,,19707,1705,23385,,,
2021-02-07,1210,54,,,1264,,,,,,,19707,1591,21928,,,
2021-02-08,1183,402,39324.0,31199.0,1585,,,,,,,19707,1264,23001,,,
2021-02-09,1180,351,,,1531,33.2,7.7,21125.0,13760.0,100.0,2635.0,19707,1378,20190,60.5,36.4,7.0
2021-02-10,1169,255,,,1424,30.3,7.6,23770.0,15965.0,103.0,2740.0,19707,1642,23972,,,
2021-02-11,1389,297,,,1686,,,,,,,19707,1803,22798,,,
2021-02-12,1436,51,,,1487,,,,,,,19707,1757,18771,,,
2021-02-13,1013,225,,,1238,,,,,,,19707,1739,18434,,,
2021-02-14,1013,48,,,1061,,,,,,,19707,1566,21659,,,
2021-02-15,904,429,39849.0,32400.0,1333,,,,,,,19707,1295,21826,,,
2021-02-16,538,375,,,913,33.6,7.9,20315.0,13280.0,85.0,2875.0,19707,1212,25185,,,
2021-02-17,845,297,,,1142,29.7,7.8,25555.0,15705.0,90.0,2675.0,19707,1321,23004,,,
2021-02-18,950,267,,,1217,,,,,,,19707,1585,23935,60.3,36.5,6.0
2021-02-19,967,300,,,1267,30.0,7.6,22455.0,15105.0,88.0,2660.0,19707,1689,25104,,,
2021-02-20,1122,183,,,1305,,,,,,,19707,1433,25022,,,
2021-02-21,1155,48,,,1203,,,,,,,19707,1495,23021,,,
2021-02-22,1162,426,35020.0,28177.0,1588,38.1,7.9,14320.0,9335.0,75.0,2305.0,26276,1488,22602,,,
2021-02-23,1208,393,,,1601,31.0,7.7,21100.0,13865.0,105.0,2955.0,26276,1457,22008,,,
2021-02-24,1282,273,,,1555,29.9,7.7,21090.0,14590.0,100.0,2590.0,26276,1422,21370,,,
2021-02-25,1180,258,,,1438,,,,,,,26276,1103,24702,,,
2021-02-26,1183,273,,,1456,29.7,7.7,21700.0,14805.0,118.0,2805.0,26276,1057,22594,60.5,36.3,5.0
2021-02-27,1163,318,,,1481,,,,,,,26276,1147,22454,,,
2021-02-28,1209,48,,,1257,,,,,,,26276,1022,24016,,,
2021-03-01,1141,309,,,1450,,,,,,,26276,1191,20692,,,
2021-03-02,1080,312,,,1392,30.8,7.6,20530.0,13400.0,90.0,2865.0,26276,1143,22358,,,
2021-03-03,1166,294,,,1460,29.8,7.3,20450.0,14110.0,98.0,2455.0,26276,1178,25712,,,
2021-03-04,1084,309,,,1393,,,,,,,26276,1755,25181,,,
2021-03-05,1102,285,,,1387,30.0,7.3,21400.0,14475.0,88.0,2560.0,26276,1086,21716,60.5,36.4,7.0
2021-03-06,1095,270,,,1365,,,,,,,26276,1636,22272,,,
2021-03-07,1109,48,,,1157,,,,,,,26276,1339,24754,,,
2021-03-08,1106,363,36244.0,28473.0,1469,36.8,7.6,15855.0,10045.0,83.0,2635.0,26276,1361,26231,,,
2021-03-09,1132,348,,,1480,32.2,7.4,21770.0,14410.0,88.0,2710.0,26276,1733,21163,,,
2021-03-10,1121,255,,,1376,32.0,7.3,20655.0,13905.0,90.0,2485.0,26276,1929,25800,,,
2021-03-11,1137,228,,,1365,,,,,,,26276,2223,32024,59.5,34.2,4.0
2021-03-12,1200,249,,,1449,32.4,7.4,22330.0,15085.0,98.0,2605.0,26276,1890,27398,,,
2021-03-13,1248,186,,,1434,,,,,,,26276,2075,21721,,,
2021-03-14,1215,45,,,1260,,,,,,,26276,2120,20842,,,
2021-03-15,1101,372,35439.0,27665.0,1473,38.0,7.4,16375.0,10175.0,75.0,2575.0,26276,1971,25682,,,
2021-03-16,1107,330,,,1437,33.9,7.4,20715.0,13575.0,98.0,2585.0,26276,1557,32353,,,
2021-03-17,1109,294,,,1403,33.2,7.3,21370.0,14470.0,85.0,2520.0,26276,1543,25663,,,
2021-03-18,1062,243,,,1305,,,,,,,26276,1526,25519,60.5,34.1,5.0
2021-03-19,1094,246,,,1340,32.9,7.4,22120.0,14590.0,95.0,2855.0,26276,1515,23906,,,
2021-03-20,1094,225,,,1319,,,,,,,26276,1434,29975,,,
2021-03-21,1106,48,,,1154,,,,,,,26276,1405,23191,,,
2021-03-22,1110,396,34210.0,26750.0,1506,35.2,7.8,17025.0,10495.0,83.0,2640.0,26276,1456,22066,,,
2021-03-23,1036,282,,,1318,33.3,7.5,20795.0,13620.0,100.0,2925.0,26276,1425,27079,,,
2021-03-24,1080,291,,,1371,31.8,7.4,20970.0,13900.0,103.0,2895.0,26276,1460,26711,,,
2021-03-25,1080,282,,,1362,,,,,,,26276,1148,20943,60.3,35.0,6.0
2021-03-26,1092,183,,,1275,33.2,7.3,20630.0,13445.0,115.0,2875.0,26276,1514,24459,,,
2021-03-27,1096,246,,,1342,,,,,,,26276,1241,30620,,,
2021-03-28,1076,48,,,1124,,,,,,,26276,1479,26111,,,
2021-03-29,1060,378,36007.0,27787.0,1438,36.3,7.6,18155.0,11220.0,105.0,2885.0,26276,1182,26879,,,
2021-03-30,1680,313,,,1993,34.7,7.4,20465.0,13055.0,105.0,3055.0,26276,1288,28523,,,
2021-03-31,1580,233,,,1813,33.3,7.4,20405.0,13410.0,103.0,2885.0,26276,1546,28425,,,
2021-04-01,1688,230,,,1918,,,,,,,26276,1810,27662,60.5,35.2,5.0
2021-04-02,1684,237,,,1921,33.0,7.4,21240.0,13860.0,100.0,2870.0,26276,2126,27940,,,
2021-04-03,1628,237,,,1865,,,,,,,26276,2049,27132,,,
2021-04-04,1696,63,,,1759,,,,,,,26276,1892,22111,,,
2021-04-05,1620,353,41896.0,34118.0,1973,38.0,7.4,17970.0,11310.0,108.0,2630.0,26276,2055,24554,,,
2021-04-06,1704,353,,,2057,35.6,7.5,20045.0,12770.0,93.0,3115.0,26276,2377,27547,,,
2021-04-07,1752,293,,,2045,33.8,7.5,19165.0,12310.0,90.0,3000.0,26276,2096,28178,,,
2021-04-08,1592,223,,,1815,,,,,,,26276,2026,27677,60.3,35.5,6.0
2021-04-09,1736,220,,,1956,33.0,7.3,20340.0,13125.0,75.0,2720.0,26276,2105,27264,,,
2021-04-10,1644,250,,,1894,,,,,,,26276,2295,24234,,,
2021-04-11,1724,60,,,1784,,,,,,,26276,2084,22439,,,
2021-04-12,1712,357,35270.0,26842.0,2069,36.1,7.5,18735.0,11630.0,90.0,2680.0,26276,2021,24866,,,
2021-04-13,1764,343,,,2107,35.6,7.4,20410.0,12715.0,75.0,3275.0,26276,2204,28454,,,
2021-04-14,1804,230,,,2034,34.2,7.4,20690.0,13030.0,68.0,3070.0,26276,2183,25060,,,
2021-04-15,1872,250,,,2122,,,,,,,26276,2090,25310,60.5,35.1,5.0
2021-04-16,1936,223,,,2159,34.2,7.4,20225.0,12920.0,58.0,2780.0,26276,1845,25822,,,
2021-04-17,1936,250,,,2186,,,,,,,26276,2232,25939,,,
2021-04-18,1900,57,,,1957,,,,,,,26276,2182,23186,,,
2021-04-19,1780,290,32390.0,24897.0,2070,35.3,7.6,18645.0,11680.0,65.0,2605.0,26276,2044,27381,,,
2021-04-20,2000,270,,,2270,35.5,7.3,20265.0,12550.0,73.0,3110.0,26276,1820,27146,,,
2021-04-21,1932,300,,,2232,33.5,7.5,20635.0,13170.0,78.0,2840.0,26276,2041,26501,,,
2021-04-22,2008,213,,,2221,,,,,,,26276,1620,22890,60.3,35.5,6.0
2021-04-23,2004,264,,,2268,33.6,7.4,21480.0,13615.0,73.0,2790.0,26276,1355,21608,,,
2021-04-24,2052,228,,,2280,,,,,,,26276,1691,21801,,,
2021-04-25,2032,64,,,2096,,,,,,,26276,1900,21459,,,
2021-04-26,2008,312,34246.0,25737.0,2320,33.6,7.5,18860.0,11810.0,58.0,2825.0,26276,1674,24064,,,
2021-04-27,2020,304,,,2324,35.8,7.5,20795.0,12885.0,68.0,3120.0,26276,1748,27898,,,
2021-04-28,2016,292,,,2308,34.1,7.5,20155.0,12950.0,80.0,2815.0,26276,1966,26352,,,
2021-04-29,2032,248,,,2280,,,,,,,26276,1552,29047,,,
2021-04-30,2024,208,,,2232,33.4,7.4,20320.0,12815.0,63.0,2815.0,26276,1559,26408,60.5,35.7,7.0
2021-05-01,2028,268,,,2296,,,,,,,26276,1512,26284,,,
2021-05-02,2028,60,,,2088,,,,,,,26276,1555,23199,,,
2021-05-03,2020,296,31657.0,23782.0,2316,35.1,7.7,19050.0,12085.0,55.0,2710.0,26276,1279,26209,,,
2021-05-04,2052,312,,,2364,34.2,7.6,21670.0,13860.0,58.0,2925.0,26276,1489,27635,,,
2021-05-05,2080,296,,,2376,,,,,,,26276,1552,25244,,,
2021-05-06,2072,240,,,2312,,,,,,,26276,1561,27026,60.4,35.4,6.0
2021-05-07,2108,232,,,2340,34.1,7.6,21445.0,13585.0,70.0,2795.0,26276,1442,27208,,,
2021-05-08,2052,300,,,2352,,,,,,,26276,1439,25925,,,
2021-05-09,2096,56,,,2152,,,,,,,26276,2046,24512,,,
2021-05-10,1896,316,,,2212,,,,,,,26276,1479,24116,,,
2021-05-11,2064,308,,,2372,35.7,7.6,21060.0,13080.0,60.0,2960.0,26276,1464,27476,,,
2021-05-12,2088,308,,,2396,33.9,7.5,20910.0,13410.0,63.0,2570.0,26276,1308,28479,,,
2021-05-13,2072,296,,,2368,,,,,,,26276,1299,26488,60.3,35.2,5.0
2021-05-14,2100,244,,,2344,34.3,7.5,21460.0,13555.0,65.0,2640.0,26276,1285,28082,,,
2021-05-15,2128,292,,,2420,,,,,,,26276,1069,21378,,,
2021-05-16,2100,64,,,2164,,,,,,,26276,1026,19624,,,
2021-05-17,2108,372,35767.0,26438.0,2480,36.3,7.5,21625.0,14085.0,50.0,2420.0,26276,1224,20366,,,
2021-05-18,2064,360,,,2424,36.1,7.5,22145.0,13695.0,53.0,2860.0,26276,1406,31774,,,
2021-05-19,2108,300,,,2408,,,,,,,26276,1745,28478,,,
2021-05-20,2012,292,,,2304,,,,,,,26276,1863,25045,,,
2021-05-21,2068,284,,,2352,36.3,7.5,21830.0,13535.0,50.0,2585.0,26276,1893,29399,60.5,35.5,5.0
2021-05-22,2100,224,,,2324,,,,,,,26276,1859,26986,,,
2021-05-23,2096,64,,,2160,,,,,,,26276,1397,22738,,,
2021-05-24,2104,436,31987.0,23505.0,2540,36.8,7.6,21380.0,13235.0,88.0,2430.0,26276,1535,27354,,,
2021-05-25,2080,376,,,2456,36.5,7.5,21820.0,13030.0,63.0,2720.0,26276,1547,28713,,,
2021-05-26,2040,320,,,2360,35.4,7.4,21765.0,13525.0,50.0,2385.0,26276,2064,29094,,,
2021-05-27,2060,284,,,2344,,,,,,,26276,1555,28269,,,
2021-05-28,2032,320,,,2352,35.4,7.5,21575.0,13095.0,55.0,2450.0,26276,1539,26452,60.3,35.2,3.0
2021-05-29,2068,220,,,2288,,,,,,,26276,1529,28466,,,
2021-05-30,2068,60,,,2128,,,,,,,26276,1597,21515,,,
2021-05-31,1812,372,29813.0,21909.0,2184,36.9,7.7,20190.0,12505.0,53.0,2290.0,26276,1376,25901,,,
2021-06-01,1912,364,,,2276,36.8,7.2,21075.0,12570.0,58.0,2570.0,26276,1178,23191,,,
2021-06-02,2032,284,,,2316,35.4,7.6,20210.0,12315.0,60.0,2230.0,26276,1061,22598,,,
2021-06-03,2128,284,,,2412,,,,,,,26276,1182,26913,,,
2021-06-04,2128,252,,,2380,35.6,7.4,20885.0,12575.0,60.0,2330.0,26276,1455,29587,62.2,34.6,7.0
2021-06-05,2112,236,,,2348,,,,,,,26276,1648,28629,,,
2021-06-06,2140,64,,,2204,,,,,,,26276,1572,20540,,,
2021-06-07,2200,320,32368.0,23190.0,2520,37.8,7.5,21030.0,12810.0,68.0,2305.0,26276,1552,26268,,,
2021-06-08,2220,292,,,2512,35.8,7.5,21840.0,12795.0,60.0,2505.0,26276,1747,27218,,,
2021-06-09,2216,344,,,2560,36.6,7.4,20865.0,12595.0,60.0,2210.0,26276,2025,26850,,,
2021-06-10,2216,312,,,2528,,,,,,,26276,2220,28161,62.6,34.7,6.0
2021-06-11,2196,284,,,2480,35.9,7.5,21825.0,13270.0,55.0,2215.0,26276,1956,26292,,,
